,age_range,audience_without_interest,country_code,country_name,ihme_prevalence,interest,interest_audience,interest_relative_audience,is_developed,is_english,statistic
1775,30-34,460000,LY,Libya,8.26303305332,Bariatrics,140,0.000304347826087,False,False,high_bmi
1776,35-39,340000,LY,Libya,8.55693465898,Bariatrics,100,0.000294117647059,False,False,high_bmi
1777,40-44,210000,LY,Libya,8.85320670923,Bariatrics,70,0.000333333333333,False,False,high_bmi
1778,50-54,78000,LY,Libya,10.4441444884,Bariatrics,0,0.0,False,False,high_bmi
1779,55-59,43000,LY,Libya,10.8341153876,Bariatrics,0,0.0,False,False,high_bmi
1780,60-64,20000,LY,Libya,11.6379251673,Bariatrics,0,0.0,False,False,high_bmi
1781,25-29,2400000,MA,Morocco,4.44382552006,Bariatrics,630,0.0002625,False,False,high_bmi
1782,30-34,1800000,MA,Morocco,6.02755761263,Bariatrics,280,0.000155555555556,False,False,high_bmi
1783,35-39,930000,MA,Morocco,6.52157588926,Bariatrics,140,0.000150537634409,False,False,high_bmi
1784,40-44,540000,MA,Morocco,6.6004991881,Bariatrics,80,0.000148148148148,False,False,high_bmi
1785,50-54,230000,MA,Morocco,8.35688035495,Bariatrics,0,0.0,False,False,high_bmi
1786,55-59,160000,MA,Morocco,7.14235539668,Bariatrics,0,0.0,False,False,high_bmi
1787,60-64,93000,MA,Morocco,7.37581191501,Bariatrics,0,0.0,False,False,high_bmi
1788,25-29,430000,OM,Oman,7.53501696144,Bariatrics,200,0.00046511627907,False,True,high_bmi
1789,30-34,310000,OM,Oman,8.35835736194,Bariatrics,80,0.000258064516129,False,True,high_bmi
1790,35-39,190000,OM,Oman,8.47260761101,Bariatrics,40,0.000210526315789,False,True,high_bmi
1791,40-44,100000,OM,Oman,8.34812108111,Bariatrics,30,0.0003,False,True,high_bmi
1792,50-54,30000,OM,Oman,9.60365454078,Bariatrics,0,0.0,False,True,high_bmi
1793,55-59,16000,OM,Oman,9.92071364421,Bariatrics,0,0.0,False,True,high_bmi
1794,60-64,7400,OM,Oman,10.57920853,Bariatrics,0,0.0,False,True,high_bmi
1795,25-29,600000,QA,Qatar,12.4105660645,Bariatrics,390,0.00065,False,True,high_bmi
1796,30-34,480000,QA,Qatar,13.2076170139,Bariatrics,170,0.000354166666667,False,True,high_bmi
1797,35-39,330000,QA,Qatar,13.3195853798,Bariatrics,90,0.000272727272727,False,True,high_bmi
1798,40-44,180000,QA,Qatar,12.8814466098,Bariatrics,30,0.000166666666667,False,True,high_bmi
1799,50-54,53000,QA,Qatar,14.0436139826,Bariatrics,0,0.0,False,True,high_bmi
1800,55-59,28000,QA,Qatar,14.5652989442,Bariatrics,0,0.0,False,True,high_bmi
1801,60-64,13000,QA,Qatar,15.6357235675,Bariatrics,0,0.0,False,True,high_bmi
1802,25-29,3900000,SA,Saudi Arabia,8.61197317508,Bariatrics,760,0.000194871794872,False,True,high_bmi
1803,30-34,2800000,SA,Saudi Arabia,9.89667755765,Bariatrics,390,0.000139285714286,False,True,high_bmi
1804,35-39,1900000,SA,Saudi Arabia,10.5812122065,Bariatrics,210,0.000110526315789,False,True,high_bmi
1805,40-44,960000,SA,Saudi Arabia,10.7903978849,Bariatrics,110,0.000114583333333,False,True,high_bmi
1806,50-54,370000,SA,Saudi Arabia,11.6571610532,Bariatrics,40,0.000108108108108,False,True,high_bmi
1807,55-59,230000,SA,Saudi Arabia,13.2031738419,Bariatrics,0,0.0,False,True,high_bmi
1808,60-64,110000,SA,Saudi Arabia,13.3247841214,Bariatrics,0,0.0,False,True,high_bmi
1809,25-29,1200000,TN,Tunisia,5.10353854262,Bariatrics,1800,0.0015,False,False,high_bmi
1810,30-34,880000,TN,Tunisia,6.0418161017,Bariatrics,980,0.00111363636364,False,False,high_bmi
1811,35-39,560000,TN,Tunisia,6.18903237282,Bariatrics,560,0.001,False,False,high_bmi
1812,40-44,330000,TN,Tunisia,6.37983187018,Bariatrics,240,0.000727272727273,False,False,high_bmi
1813,50-54,160000,TN,Tunisia,7.80012510996,Bariatrics,80,0.0005,False,False,high_bmi
1814,55-59,100000,TN,Tunisia,7.39897226423,Bariatrics,40,0.0004,False,False,high_bmi
1815,60-64,66000,TN,Tunisia,7.89957464885,Bariatrics,30,0.000454545454545,False,False,high_bmi
1816,25-29,2000000,AE,United Arab Emirates,7.49521850293,Bariatrics,2500,0.00125,False,True,high_bmi
1817,30-34,1600000,AE,United Arab Emirates,8.79732007363,Bariatrics,1900,0.0011875,False,True,high_bmi
1818,35-39,1100000,AE,United Arab Emirates,9.19541773123,Bariatrics,1300,0.00118181818182,False,True,high_bmi
1819,40-44,590000,AE,United Arab Emirates,9.0058056204,Bariatrics,630,0.00106779661017,False,True,high_bmi
1820,50-54,190000,AE,United Arab Emirates,9.10191412351,Bariatrics,230,0.00121052631579,False,True,high_bmi
1821,55-59,120000,AE,United Arab Emirates,9.36988528435,Bariatrics,40,0.000333333333333,False,True,high_bmi
1822,60-64,54000,AE,United Arab Emirates,8.68362095375,Bariatrics,0,0.0,False,True,high_bmi
1823,25-29,460000,YE,Yemen,2.73676900976,Bariatrics,0,0.0,False,False,high_bmi
1824,30-34,300000,YE,Yemen,3.62674457172,Bariatrics,0,0.0,False,False,high_bmi
1825,35-39,170000,YE,Yemen,3.58587076875,Bariatrics,0,0.0,False,False,high_bmi
1826,40-44,81000,YE,Yemen,3.90669368212,Bariatrics,0,0.0,False,False,high_bmi
1827,50-54,22000,YE,Yemen,4.42770867251,Bariatrics,0,0.0,False,False,high_bmi
1828,55-59,14000,YE,Yemen,4.45744973051,Bariatrics,0,0.0,False,False,high_bmi
1829,60-64,6500,YE,Yemen,4.67850014557,Bariatrics,0,0.0,False,False,high_bmi
1830,25-29,3600000,DZ,Algeria,3.6872949,All diabetes,110000,0.0305555555556,False,False,high_glucose
1831,30-34,2300000,DZ,Algeria,4.4514921,All diabetes,79000,0.034347826087,False,False,high_glucose
1832,35-39,1400000,DZ,Algeria,4.506474,All diabetes,63000,0.045,False,False,high_glucose
1833,40-44,720000,DZ,Algeria,5.2752517,All diabetes,38000,0.0527777777778,False,False,high_glucose
1834,45-49,470000,DZ,Algeria,6.2806085,All diabetes,27000,0.0574468085106,False,False,high_glucose
1835,50-54,280000,DZ,Algeria,6.9268838,All diabetes,20000,0.0714285714286,False,False,high_glucose
1836,55-59,150000,DZ,Algeria,7.4201778,All diabetes,12000,0.08,False,False,high_glucose
1837,60-64,91000,DZ,Algeria,8.0586106,All diabetes,5800,0.0637362637363,False,False,high_glucose
1838,25-29,210000,BH,Bahrain,5.1225211,All diabetes,3100,0.0147619047619,False,False,high_glucose
1839,30-34,170000,BH,Bahrain,6.4178213,All diabetes,3100,0.0182352941176,False,False,high_glucose
1840,35-39,120000,BH,Bahrain,7.4141823,All diabetes,3200,0.0266666666667,False,False,high_glucose
1841,40-44,73000,BH,Bahrain,8.3959661,All diabetes,2500,0.0342465753425,False,False,high_glucose
1842,45-49,49000,BH,Bahrain,9.1992646,All diabetes,2500,0.0510204081633,False,False,high_glucose
1843,50-54,27000,BH,Bahrain,9.8426253,All diabetes,1600,0.0592592592593,False,False,high_glucose
1844,55-59,16000,BH,Bahrain,10.452177,All diabetes,780,0.04875,False,False,high_glucose
1845,60-64,7200,BH,Bahrain,11.136416,All diabetes,410,0.0569444444444,False,False,high_glucose
1846,25-29,5800000,EG,Egypt,2.3821624,All diabetes,250000,0.0431034482759,False,False,high_glucose
1847,30-34,4300000,EG,Egypt,3.1025004,All diabetes,210000,0.0488372093023,False,False,high_glucose
1848,35-39,2900000,EG,Egypt,3.8158856,All diabetes,170000,0.0586206896552,False,False,high_glucose
1849,40-44,1700000,EG,Egypt,4.3299142,All diabetes,130000,0.0764705882353,False,False,high_glucose
1850,45-49,1100000,EG,Egypt,4.769773,All diabetes,110000,0.1,False,False,high_glucose
1851,50-54,810000,EG,Egypt,5.3680263,All diabetes,90000,0.111111111111,False,False,high_glucose
1852,55-59,550000,EG,Egypt,5.740137,All diabetes,73000,0.132727272727,False,False,high_glucose
1853,60-64,340000,EG,Egypt,6.3387156,All diabetes,51000,0.15,False,False,high_glucose
1854,25-29,2800000,IQ,Iraq,3.7076667,All diabetes,300000,0.107142857143,False,False,high_glucose
1855,30-34,1700000,IQ,Iraq,4.671194,All diabetes,200000,0.117647058824,False,False,high_glucose
1856,35-39,1200000,IQ,Iraq,5.3313926,All diabetes,180000,0.15,False,False,high_glucose
1857,40-44,730000,IQ,Iraq,6.1486263,All diabetes,120000,0.164383561644,False,False,high_glucose
1858,45-49,550000,IQ,Iraq,8.2792394,All diabetes,100000,0.181818181818,False,False,high_glucose
1859,50-54,310000,IQ,Iraq,9.2093743,All diabetes,69000,0.222580645161,False,False,high_glucose
1860,55-59,190000,IQ,Iraq,10.719927,All diabetes,47000,0.247368421053,False,False,high_glucose
1861,60-64,110000,IQ,Iraq,11.63561,All diabetes,27000,0.245454545455,False,False,high_glucose
1862,25-29,890000,JO,Jordan,8.2522981,All diabetes,68000,0.076404494382,False,False,high_glucose
1863,30-34,580000,JO,Jordan,9.8384693,All diabetes,55000,0.0948275862069,False,False,high_glucose
1864,35-39,440000,JO,Jordan,11.181211,All diabetes,48000,0.109090909091,False,False,high_glucose
1865,40-44,290000,JO,Jordan,12.292547,All diabetes,38000,0.131034482759,False,False,high_glucose
1866,45-49,230000,JO,Jordan,13.044493,All diabetes,34000,0.147826086957,False,False,high_glucose
1867,50-54,150000,JO,Jordan,13.853732,All diabetes,26000,0.173333333333,False,False,high_glucose
1868,55-59,86000,JO,Jordan,14.516003,All diabetes,18000,0.209302325581,False,False,high_glucose
1869,60-64,49000,JO,Jordan,15.289259,All diabetes,11000,0.224489795918,False,False,high_glucose
1870,25-29,590000,KW,Kuwait,5.4143712,All diabetes,18000,0.0305084745763,False,True,high_glucose
1871,30-34,530000,KW,Kuwait,6.7325465,All diabetes,20000,0.0377358490566,False,True,high_glucose
1872,35-39,400000,KW,Kuwait,7.7899903,All diabetes,18000,0.045,False,True,high_glucose
1873,40-44,240000,KW,Kuwait,8.697959,All diabetes,12000,0.05,False,True,high_glucose
1874,45-49,150000,KW,Kuwait,9.3322158,All diabetes,8600,0.0573333333333,False,True,high_glucose
1875,50-54,80000,KW,Kuwait,10.151269,All diabetes,5200,0.065,False,True,high_glucose
1876,55-59,44000,KW,Kuwait,10.689695,All diabetes,3200,0.0727272727273,False,True,high_glucose
1877,60-64,22000,KW,Kuwait,11.396502,All diabetes,1400,0.0636363636364,False,True,high_glucose
1878,25-29,570000,LB,Lebanon,5.4363094,All diabetes,14000,0.0245614035088,False,True,high_glucose
1879,30-34,410000,LB,Lebanon,6.7956738,All diabetes,12000,0.0292682926829,False,True,high_glucose
1880,35-39,310000,LB,Lebanon,9.5140807,All diabetes,11000,0.0354838709677,False,True,high_glucose
1881,40-44,210000,LB,Lebanon,10.746871,All diabetes,8100,0.0385714285714,False,True,high_glucose
1882,45-49,180000,LB,Lebanon,11.162629,All diabetes,9100,0.0505555555556,False,True,high_glucose
1883,50-54,130000,LB,Lebanon,12.070575,All diabetes,8400,0.0646153846154,False,True,high_glucose
1884,55-59,88000,LB,Lebanon,12.340245,All diabetes,7500,0.0852272727273,False,True,high_glucose
1885,60-64,49000,LB,Lebanon,13.022989,All diabetes,4600,0.0938775510204,False,True,high_glucose
1886,25-29,640000,LY,Libya,6.973958,All diabetes,33000,0.0515625,False,False,high_glucose
1887,30-34,460000,LY,Libya,8.4241748,All diabetes,27000,0.0586956521739,False,False,high_glucose
1888,35-39,340000,LY,Libya,9.1536202,All diabetes,24000,0.0705882352941,False,False,high_glucose
1889,40-44,210000,LY,Libya,10.231247,All diabetes,17000,0.0809523809524,False,False,high_glucose
1890,45-49,150000,LY,Libya,11.479694,All diabetes,14000,0.0933333333333,False,False,high_glucose
1891,50-54,78000,LY,Libya,12.342771,All diabetes,8500,0.108974358974,False,False,high_glucose
1892,55-59,43000,LY,Libya,12.657912,All diabetes,5500,0.127906976744,False,False,high_glucose
1893,60-64,20000,LY,Libya,13.514146,All diabetes,2700,0.135,False,False,high_glucose
1894,25-29,2400000,MA,Morocco,4.0628806,All diabetes,45000,0.01875,False,False,high_glucose
1895,30-34,1800000,MA,Morocco,5.0583038,All diabetes,36000,0.02,False,False,high_glucose
1896,35-39,930000,MA,Morocco,5.9176277,All diabetes,27000,0.0290322580645,False,False,high_glucose
1897,40-44,540000,MA,Morocco,6.672129,All diabetes,24000,0.0444444444444,False,False,high_glucose
1898,45-49,390000,MA,Morocco,7.5073846,All diabetes,20000,0.0512820512821,False,False,high_glucose
1899,50-54,230000,MA,Morocco,8.0951132,All diabetes,15000,0.0652173913043,False,False,high_glucose
1900,55-59,160000,MA,Morocco,8.4855147,All diabetes,12000,0.075,False,False,high_glucose
1901,60-64,93000,MA,Morocco,9.0926558,All diabetes,7700,0.0827956989247,False,False,high_glucose
1902,25-29,430000,OM,Oman,4.4184666,All diabetes,5300,0.0123255813953,False,True,high_glucose
1903,30-34,310000,OM,Oman,5.5255596,All diabetes,5100,0.0164516129032,False,True,high_glucose
1904,35-39,190000,OM,Oman,6.3859753,All diabetes,4100,0.0215789473684,False,True,high_glucose
1905,40-44,100000,OM,Oman,7.4506015,All diabetes,2600,0.026,False,True,high_glucose
1906,45-49,62000,OM,Oman,8.1066318,All diabetes,2200,0.0354838709677,False,True,high_glucose
1907,50-54,30000,OM,Oman,8.7662347,All diabetes,1300,0.0433333333333,False,True,high_glucose
1908,55-59,16000,OM,Oman,9.1948472,All diabetes,970,0.060625,False,True,high_glucose
1909,60-64,7400,OM,Oman,9.2598297,All diabetes,440,0.0594594594595,False,True,high_glucose
1910,25-29,600000,QA,Qatar,3.2303657,All diabetes,16000,0.0266666666667,False,True,high_glucose
1911,30-34,480000,QA,Qatar,4.2209495,All diabetes,16000,0.0333333333333,False,True,high_glucose
1912,35-39,330000,QA,Qatar,4.9635772,All diabetes,14000,0.0424242424242,False,True,high_glucose
1913,40-44,180000,QA,Qatar,5.7137784,All diabetes,8500,0.0472222222222,False,True,high_glucose
1914,45-49,110000,QA,Qatar,11.029482,All diabetes,5800,0.0527272727273,False,True,high_glucose
1915,50-54,53000,QA,Qatar,12.161666,All diabetes,3400,0.0641509433962,False,True,high_glucose
1916,55-59,28000,QA,Qatar,12.845413,All diabetes,1900,0.0678571428571,False,True,high_glucose
1917,60-64,13000,QA,Qatar,13.553755,All diabetes,790,0.0607692307692,False,True,high_glucose
1918,25-29,3900000,SA,Saudi Arabia,5.6831848,All diabetes,130000,0.0333333333333,False,True,high_glucose
1919,30-34,2800000,SA,Saudi Arabia,7.1271159,All diabetes,120000,0.0428571428571,False,True,high_glucose
1920,35-39,1900000,SA,Saudi Arabia,8.1393011,All diabetes,89000,0.0468421052632,False,True,high_glucose
1921,40-44,960000,SA,Saudi Arabia,9.1769531,All diabetes,55000,0.0572916666667,False,True,high_glucose
1922,45-49,650000,SA,Saudi Arabia,9.6913241,All diabetes,40000,0.0615384615385,False,True,high_glucose
1923,50-54,370000,SA,Saudi Arabia,10.505039,All diabetes,24000,0.0648648648649,False,True,high_glucose
1924,55-59,230000,SA,Saudi Arabia,11.191292,All diabetes,15000,0.0652173913043,False,True,high_glucose
1925,60-64,110000,SA,Saudi Arabia,11.736449,All diabetes,6800,0.0618181818182,False,True,high_glucose
1926,25-29,1200000,TN,Tunisia,5.8038909,All diabetes,51000,0.0425,False,False,high_glucose
1927,30-34,880000,TN,Tunisia,7.1798451,All diabetes,46000,0.0522727272727,False,False,high_glucose
1928,35-39,560000,TN,Tunisia,8.5196808,All diabetes,44000,0.0785714285714,False,False,high_glucose
1929,40-44,330000,TN,Tunisia,9.3942516,All diabetes,30000,0.0909090909091,False,False,high_glucose
1930,45-49,240000,TN,Tunisia,10.168885,All diabetes,25000,0.104166666667,False,False,high_glucose
1931,50-54,160000,TN,Tunisia,11.002152,All diabetes,21000,0.13125,False,False,high_glucose
1932,55-59,100000,TN,Tunisia,11.663149,All diabetes,16000,0.16,False,False,high_glucose
1933,60-64,66000,TN,Tunisia,12.410246,All diabetes,12000,0.181818181818,False,False,high_glucose
1934,25-29,2000000,AE,United Arab Emirates,7.2910897,All diabetes,40000,0.02,False,True,high_glucose
1935,30-34,1600000,AE,United Arab Emirates,8.9279242,All diabetes,39000,0.024375,False,True,high_glucose
1936,35-39,1100000,AE,United Arab Emirates,10.283536,All diabetes,34000,0.0309090909091,False,True,high_glucose
1937,40-44,590000,AE,United Arab Emirates,11.240907,All diabetes,21000,0.035593220339,False,True,high_glucose
1938,45-49,370000,AE,United Arab Emirates,12.123823,All diabetes,16000,0.0432432432432,False,True,high_glucose
1939,50-54,190000,AE,United Arab Emirates,13.117172,All diabetes,10000,0.0526315789474,False,True,high_glucose
1940,55-59,120000,AE,United Arab Emirates,12.721175,All diabetes,6400,0.0533333333333,False,True,high_glucose
1941,60-64,54000,AE,United Arab Emirates,13.382566,All diabetes,3500,0.0648148148148,False,True,high_glucose
1942,25-29,460000,YE,Yemen,3.9939165,All diabetes,61000,0.132608695652,False,False,high_glucose
1943,30-34,300000,YE,Yemen,5.082136,All diabetes,42000,0.14,False,False,high_glucose
1944,35-39,170000,YE,Yemen,6.0236987,All diabetes,26000,0.152941176471,False,False,high_glucose
1945,40-44,81000,YE,Yemen,6.8435326,All diabetes,14000,0.172839506173,False,False,high_glucose
1946,45-49,48000,YE,Yemen,7.3200516,All diabetes,8300,0.172916666667,False,False,high_glucose
1947,50-54,22000,YE,Yemen,7.9884797,All diabetes,3800,0.172727272727,False,False,high_glucose
1948,55-59,14000,YE,Yemen,8.5164204,All diabetes,2300,0.164285714286,False,False,high_glucose
1949,60-64,6500,YE,Yemen,9.0680413,All diabetes,1100,0.169230769231,False,False,high_glucose
1950,25-29,3600000,DZ,Algeria,3.6872949,Diabetes mellitus type 1 awareness,2400,0.000666666666667,False,False,high_glucose
1951,30-34,2300000,DZ,Algeria,4.4514921,Diabetes mellitus type 1 awareness,1300,0.000565217391304,False,False,high_glucose
1952,35-39,1400000,DZ,Algeria,4.506474,Diabetes mellitus type 1 awareness,920,0.000657142857143,False,False,high_glucose
1953,40-44,720000,DZ,Algeria,5.2752517,Diabetes mellitus type 1 awareness,500,0.000694444444444,False,False,high_glucose
1954,45-49,470000,DZ,Algeria,6.2806085,Diabetes mellitus type 1 awareness,370,0.000787234042553,False,False,high_glucose
1955,50-54,280000,DZ,Algeria,6.9268838,Diabetes mellitus type 1 awareness,330,0.00117857142857,False,False,high_glucose
1956,55-59,150000,DZ,Algeria,7.4201778,Diabetes mellitus type 1 awareness,210,0.0014,False,False,high_glucose
1957,60-64,91000,DZ,Algeria,8.0586106,Diabetes mellitus type 1 awareness,70,0.000769230769231,False,False,high_glucose
1958,25-29,210000,BH,Bahrain,5.1225211,Diabetes mellitus type 1 awareness,170,0.000809523809524,False,False,high_glucose
1959,30-34,170000,BH,Bahrain,6.4178213,Diabetes mellitus type 1 awareness,70,0.000411764705882,False,False,high_glucose
1960,35-39,120000,BH,Bahrain,7.4141823,Diabetes mellitus type 1 awareness,40,0.000333333333333,False,False,high_glucose
1961,40-44,73000,BH,Bahrain,8.3959661,Diabetes mellitus type 1 awareness,0,0.0,False,False,high_glucose
1962,45-49,49000,BH,Bahrain,9.1992646,Diabetes mellitus type 1 awareness,0,0.0,False,False,high_glucose
1963,50-54,27000,BH,Bahrain,9.8426253,Diabetes mellitus type 1 awareness,0,0.0,False,False,high_glucose
1964,55-59,16000,BH,Bahrain,10.452177,Diabetes mellitus type 1 awareness,0,0.0,False,False,high_glucose
1965,60-64,7200,BH,Bahrain,11.136416,Diabetes mellitus type 1 awareness,0,0.0,False,False,high_glucose
1966,25-29,5800000,EG,Egypt,2.3821624,Diabetes mellitus type 1 awareness,17000,0.00293103448276,False,False,high_glucose
1967,30-34,4300000,EG,Egypt,3.1025004,Diabetes mellitus type 1 awareness,10000,0.00232558139535,False,False,high_glucose
1968,35-39,2900000,EG,Egypt,3.8158856,Diabetes mellitus type 1 awareness,5100,0.00175862068966,False,False,high_glucose
1969,40-44,1700000,EG,Egypt,4.3299142,Diabetes mellitus type 1 awareness,2700,0.00158823529412,False,False,high_glucose
1970,45-49,1100000,EG,Egypt,4.769773,Diabetes mellitus type 1 awareness,1800,0.00163636363636,False,False,high_glucose
1971,50-54,810000,EG,Egypt,5.3680263,Diabetes mellitus type 1 awareness,1300,0.0016049382716,False,False,high_glucose
1972,55-59,550000,EG,Egypt,5.740137,Diabetes mellitus type 1 awareness,910,0.00165454545455,False,False,high_glucose
1973,60-64,340000,EG,Egypt,6.3387156,Diabetes mellitus type 1 awareness,600,0.00176470588235,False,False,high_glucose
1974,25-29,2800000,IQ,Iraq,3.7076667,Diabetes mellitus type 1 awareness,3800,0.00135714285714,False,False,high_glucose
1975,30-34,1700000,IQ,Iraq,4.671194,Diabetes mellitus type 1 awareness,2100,0.00123529411765,False,False,high_glucose
1976,35-39,1200000,IQ,Iraq,5.3313926,Diabetes mellitus type 1 awareness,1200,0.001,False,False,high_glucose
1977,40-44,730000,IQ,Iraq,6.1486263,Diabetes mellitus type 1 awareness,960,0.00131506849315,False,False,high_glucose
1978,45-49,550000,IQ,Iraq,8.2792394,Diabetes mellitus type 1 awareness,770,0.0014,False,False,high_glucose
1979,50-54,310000,IQ,Iraq,9.2093743,Diabetes mellitus type 1 awareness,560,0.0018064516129,False,False,high_glucose
1980,55-59,190000,IQ,Iraq,10.719927,Diabetes mellitus type 1 awareness,340,0.00178947368421,False,False,high_glucose
1981,60-64,110000,IQ,Iraq,11.63561,Diabetes mellitus type 1 awareness,170,0.00154545454545,False,False,high_glucose
1982,25-29,890000,JO,Jordan,8.2522981,Diabetes mellitus type 1 awareness,330,0.000370786516854,False,False,high_glucose
1983,30-34,580000,JO,Jordan,9.8384693,Diabetes mellitus type 1 awareness,280,0.00048275862069,False,False,high_glucose
1984,35-39,440000,JO,Jordan,11.181211,Diabetes mellitus type 1 awareness,480,0.00109090909091,False,False,high_glucose
1985,40-44,290000,JO,Jordan,12.292547,Diabetes mellitus type 1 awareness,540,0.00186206896552,False,False,high_glucose
1986,45-49,230000,JO,Jordan,13.044493,Diabetes mellitus type 1 awareness,560,0.0024347826087,False,False,high_glucose
1987,50-54,150000,JO,Jordan,13.853732,Diabetes mellitus type 1 awareness,790,0.00526666666667,False,False,high_glucose
1988,55-59,86000,JO,Jordan,14.516003,Diabetes mellitus type 1 awareness,620,0.00720930232558,False,False,high_glucose
1989,60-64,49000,JO,Jordan,15.289259,Diabetes mellitus type 1 awareness,480,0.00979591836735,False,False,high_glucose
1990,25-29,590000,KW,Kuwait,5.4143712,Diabetes mellitus type 1 awareness,890,0.00150847457627,False,True,high_glucose
1991,30-34,530000,KW,Kuwait,6.7325465,Diabetes mellitus type 1 awareness,640,0.00120754716981,False,True,high_glucose
1992,35-39,400000,KW,Kuwait,7.7899903,Diabetes mellitus type 1 awareness,460,0.00115,False,True,high_glucose
1993,40-44,240000,KW,Kuwait,8.697959,Diabetes mellitus type 1 awareness,270,0.001125,False,True,high_glucose
1994,45-49,150000,KW,Kuwait,9.3322158,Diabetes mellitus type 1 awareness,210,0.0014,False,True,high_glucose
1995,50-54,80000,KW,Kuwait,10.151269,Diabetes mellitus type 1 awareness,110,0.001375,False,True,high_glucose
1996,55-59,44000,KW,Kuwait,10.689695,Diabetes mellitus type 1 awareness,80,0.00181818181818,False,True,high_glucose
1997,60-64,22000,KW,Kuwait,11.396502,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
1998,25-29,570000,LB,Lebanon,5.4363094,Diabetes mellitus type 1 awareness,60,0.000105263157895,False,True,high_glucose
1999,30-34,410000,LB,Lebanon,6.7956738,Diabetes mellitus type 1 awareness,60,0.000146341463415,False,True,high_glucose
2000,35-39,310000,LB,Lebanon,9.5140807,Diabetes mellitus type 1 awareness,40,0.000129032258065,False,True,high_glucose
2001,40-44,210000,LB,Lebanon,10.746871,Diabetes mellitus type 1 awareness,30,0.000142857142857,False,True,high_glucose
2002,45-49,180000,LB,Lebanon,11.162629,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2003,50-54,130000,LB,Lebanon,12.070575,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2004,55-59,88000,LB,Lebanon,12.340245,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2005,60-64,49000,LB,Lebanon,13.022989,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2006,25-29,640000,LY,Libya,6.973958,Diabetes mellitus type 1 awareness,1100,0.00171875,False,False,high_glucose
2007,30-34,460000,LY,Libya,8.4241748,Diabetes mellitus type 1 awareness,1000,0.00217391304348,False,False,high_glucose
2008,35-39,340000,LY,Libya,9.1536202,Diabetes mellitus type 1 awareness,1200,0.00352941176471,False,False,high_glucose
2009,40-44,210000,LY,Libya,10.231247,Diabetes mellitus type 1 awareness,800,0.00380952380952,False,False,high_glucose
2010,45-49,150000,LY,Libya,11.479694,Diabetes mellitus type 1 awareness,670,0.00446666666667,False,False,high_glucose
2011,50-54,78000,LY,Libya,12.342771,Diabetes mellitus type 1 awareness,420,0.00538461538462,False,False,high_glucose
2012,55-59,43000,LY,Libya,12.657912,Diabetes mellitus type 1 awareness,300,0.00697674418605,False,False,high_glucose
2013,60-64,20000,LY,Libya,13.514146,Diabetes mellitus type 1 awareness,160,0.008,False,False,high_glucose
2014,25-29,2400000,MA,Morocco,4.0628806,Diabetes mellitus type 1 awareness,370,0.000154166666667,False,False,high_glucose
2015,30-34,1800000,MA,Morocco,5.0583038,Diabetes mellitus type 1 awareness,290,0.000161111111111,False,False,high_glucose
2016,35-39,930000,MA,Morocco,5.9176277,Diabetes mellitus type 1 awareness,240,0.000258064516129,False,False,high_glucose
2017,40-44,540000,MA,Morocco,6.672129,Diabetes mellitus type 1 awareness,170,0.000314814814815,False,False,high_glucose
2018,45-49,390000,MA,Morocco,7.5073846,Diabetes mellitus type 1 awareness,140,0.000358974358974,False,False,high_glucose
2019,50-54,230000,MA,Morocco,8.0951132,Diabetes mellitus type 1 awareness,140,0.000608695652174,False,False,high_glucose
2020,55-59,160000,MA,Morocco,8.4855147,Diabetes mellitus type 1 awareness,120,0.00075,False,False,high_glucose
2021,60-64,93000,MA,Morocco,9.0926558,Diabetes mellitus type 1 awareness,70,0.000752688172043,False,False,high_glucose
2022,25-29,430000,OM,Oman,4.4184666,Diabetes mellitus type 1 awareness,300,0.000697674418605,False,True,high_glucose
2023,30-34,310000,OM,Oman,5.5255596,Diabetes mellitus type 1 awareness,130,0.00041935483871,False,True,high_glucose
2024,35-39,190000,OM,Oman,6.3859753,Diabetes mellitus type 1 awareness,90,0.000473684210526,False,True,high_glucose
2025,40-44,100000,OM,Oman,7.4506015,Diabetes mellitus type 1 awareness,40,0.0004,False,True,high_glucose
2026,45-49,62000,OM,Oman,8.1066318,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2027,50-54,30000,OM,Oman,8.7662347,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2028,55-59,16000,OM,Oman,9.1948472,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2029,60-64,7400,OM,Oman,9.2598297,Diabetes mellitus type 1 awareness,0,0.0,False,True,high_glucose
2030,25-29,600000,QA,Qatar,3.2303657,Diabetes mellitus type 1 awareness,260,0.000433333333333,False,True,high_glucose
2031,30-34,480000,QA,Qatar,4.2209495,Diabetes mellitus type 1 awareness,150,0.0003125,False,True,high_glucose
2032,35-39,330000,QA,Qatar,4.9635772,Diabetes mellitus type 1 awareness,90,0.000272727272727,False,True,high_glucose
2033,40-44,180000,QA,Qatar,5.7137784,Diabetes mellitus type 1 awareness,40,0.000222222222222,False,True,high_glucose
